CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,InternetService,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
331,Male,1,Yes,No,0,DSL,68.53,3753.06,One year,Electronic check,No
332,Male,1,Yes,No,70,No,74.34,585.56,Two year,Electronic check,Yes
333,Female,1,Yes,No,49,DSL,50.48,4793.5,One year,Bank transfer,No
334,Male,0,Yes,No,60,No,38.18,2129.95,Month-to-month,Electronic check,Yes
335,Female,0,No,Yes,34,No,28.59,4230.44,One year,Electronic check,No
336,Female,1,Yes,Yes,7,DSL,91.41,4149.34,Month-to-month,Bank transfer,Yes
337,Male,0,No,Yes,23,Fiber optic,39.62,7396.35,Two year,Credit card,No
338,Male,1,No,Yes,35,No,89.01,4401.68,One year,Bank transfer,No
339,Female,1,No,No,49,DSL,59.04,4672.33,Month-to-month,Mailed check,No
340,Female,0,Yes,No,42,No,61.58,3225.19,Two year,Electronic check,No
341,Male,1,No,No,26,Fiber optic,66.92,7593.66,Two year,Bank transfer,No
342,Female,0,No,Yes,31,Fiber optic,56.77,6221.94,Month-to-month,Electronic check,No
343,Male,0,No,Yes,17,DSL,30.06,2297.53,One year,Credit card,Yes
344,Female,0,Yes,No,27,No,50.96,6756.79,Two year,Electronic check,Yes
345,Male,0,Yes,No,28,No,86.37,3470.52,Month-to-month,Bank transfer,No
346,Male,1,No,Yes,15,No,86.58,6632.76,One year,Credit card,No
347,Male,0,Yes,No,46,No,48.62,6586.65,Two year,Credit card,No
348,Female,1,No,Yes,58,DSL,66.01,1527.18,Month-to-month,Credit card,No
349,Female,1,No,Yes,30,Fiber optic,39.34,5615.11,Two year,Mailed check,No
350,Male,1,Yes,Yes,3,DSL,41.04,2339.33,Two year,Bank transfer,No
351,Female,1,No,No,36,No,22.3,2393.99,Month-to-month,Bank transfer,No
352,Male,0,Yes,No,16,No,109.67,2384.86,Two year,Credit card,Yes
353,Male,0,Yes,Yes,38,Fiber optic,41.07,5810.03,Month-to-month,Electronic check,No
354,Female,1,No,No,47,No,42.75,1854.01,One year,Credit card,No
355,Female,1,Yes,Yes,45,DSL,47.96,27.23,Month-to-month,Mailed check,Yes
356,Male,0,Yes,Yes,47,DSL,32.74,5727.59,One year,Credit card,Yes
357,Female,1,No,Yes,38,Fiber optic,83.93,1386.05,Two year,Bank transfer,No
358,Female,0,No,Yes,3,DSL,27.51,853.77,Month-to-month,Credit card,Yes
359,Male,1,Yes,No,29,DSL,33.42,1915.38,Month-to-month,Electronic check,Yes
360,Male,0,Yes,Yes,29,DSL,84.48,3051.61,Month-to-month,Bank transfer,Yes
361,Female,1,No,Yes,21,DSL,53.97,3817.73,Month-to-month,Electronic check,No
362,Male,1,Yes,No,65,No,90.79,375.67,One year,Credit card,No
363,Male,0,Yes,Yes,11,DSL,75.74,7765.18,One year,Bank transfer,Yes
364,Female,1,Yes,Yes,35,Fiber optic,45.6,5734.18,Two year,Mailed check,No
365,Male,1,Yes,No,17,Fiber optic,85.08,2599.09,Two year,Bank transfer,No
366,Male,0,Yes,No,52,DSL,31.63,2563.2,Two year,Electronic check,No
367,Female,1,Yes,No,70,Fiber optic,73.64,3599.37,Two year,Bank transfer,Yes
368,Female,0,Yes,Yes,0,DSL,63.71,5017.43,Month-to-month,Mailed check,Yes
369,Male,0,No,No,57,Fiber optic,46.79,1188.06,One year,Mailed check,Yes
370,Male,1,No,No,5,Fiber optic,80.4,1527.66,One year,Mailed check,Yes
371,Female,1,No,Yes,69,DSL,107.13,6878.29,One year,Mailed check,No
372,Female,1,No,Yes,43,DSL,119.89,2064.91,One year,Electronic check,No
373,Female,1,No,Yes,71,No,80.78,3053.96,Two year,Bank transfer,No
374,Female,1,Yes,Yes,23,DSL,60.47,6972.75,Month-to-month,Credit card,Yes
375,Male,1,Yes,Yes,18,DSL,42.52,5311.92,One year,Mailed check,Yes
376,Female,1,Yes,No,17,No,45.71,2746.86,Month-to-month,Credit card,No
377,Female,0,Yes,No,29,DSL,67.95,5475.92,Month-to-month,Credit card,Yes
378,Male,1,No,No,41,DSL,56.73,177.07,Month-to-month,Bank transfer,Yes
379,Female,0,Yes,Yes,32,No,111.38,5890.43,Month-to-month,Credit card,No
380,Male,1,Yes,Yes,11,DSL,56.83,3906.39,One year,Credit card,Yes
381,Female,1,No,Yes,26,DSL,57.34,6509.19,One year,Electronic check,Yes
382,Female,0,Yes,No,38,No,58.35,7638.01,One year,Credit card,No
383,Female,1,Yes,No,8,No,103.66,7407.79,Two year,Bank transfer,Yes
384,Male,1,No,Yes,20,Fiber optic,85.08,7275.94,One year,Credit card,No
385,Male,0,Yes,No,28,DSL,81.42,4107.12,Two year,Bank transfer,No
386,Female,1,Yes,Yes,32,Fiber optic,53.41,2893.93,Two year,Mailed check,Yes
387,Male,1,Yes,No,61,Fiber optic,101.79,3730.98,Two year,Credit card,No
388,Male,1,Yes,No,14,No,23.84,5525.37,One year,Credit card,Yes
389,Male,0,Yes,No,1,DSL,107.08,7074.3,One year,Credit card,Yes
390,Male,1,No,Yes,51,DSL,71.27,1671.75,One year,Mailed check,Yes
391,Male,1,No,No,43,No,59.83,7347.18,Two year,Electronic check,Yes
392,Male,1,No,No,53,Fiber optic,69.72,6525.14,Two year,Credit card,Yes
393,Female,1,No,Yes,17,No,86.74,7831.27,Month-to-month,Bank transfer,Yes
394,Female,0,No,No,2,DSL,21.28,7044.41,Two year,Electronic check,Yes
395,Male,0,No,Yes,6,No,107.16,2253.9,Two year,Electronic check,Yes
396,Female,1,Yes,Yes,42,DSL,64.67,865.53,One year,Electronic check,Yes
397,Female,1,No,Yes,37,Fiber optic,54.3,915.68,Month-to-month,Credit card,No
398,Female,0,No,Yes,36,DSL,33.82,2343.96,Month-to-month,Mailed check,No
399,Female,0,Yes,Yes,57,Fiber optic,63.95,4921.19,Month-to-month,Mailed check,Yes
400,Male,1,Yes,No,32,Fiber optic,69.63,6438.48,One year,Credit card,Yes
401,Female,0,No,Yes,58,DSL,60.36,7196.02,Month-to-month,Bank transfer,Yes
402,Female,1,Yes,Yes,10,DSL,87.87,4997.55,Month-to-month,Bank transfer,No
403,Male,0,No,Yes,67,Fiber optic,62.09,64.94,One year,Bank transfer,No
404,Male,0,Yes,Yes,67,No,116.14,1506.81,Month-to-month,Credit card,Yes
405,Female,0,No,No,21,DSL,79.93,815.82,Two year,Mailed check,Yes
406,Female,0,Yes,Yes,65,Fiber optic,100.75,2919.33,Two year,Credit card,Yes
407,Female,1,Yes,No,43,Fiber optic,30.94,4020.78,Two year,Mailed check,No
408,Female,0,No,Yes,5,No,59.73,366.31,Two year,Electronic check,Yes
409,Female,0,No,No,41,DSL,53.68,2800.85,Two year,Credit card,No
410,Female,1,No,Yes,24,Fiber optic,76.95,1449.85,Two year,Mailed check,No
411,Male,0,No,Yes,56,No,106.11,5183.62,Two year,Electronic check,Yes
412,Female,0,No,No,54,Fiber optic,27.83,3724.89,Two year,Electronic check,No
413,Female,1,Yes,Yes,15,DSL,27.26,3972.63,Two year,Credit card,Yes
414,Male,0,No,No,13,No,105.03,3432.98,One year,Mailed check,No
415,Male,1,No,Yes,38,Fiber optic,41.29,7649.04,One year,Electronic check,No
416,Male,1,Yes,No,27,No,86.88,1733.59,Two year,Credit card,Yes
417,Male,1,Yes,Yes,50,DSL,74.29,4142.98,One year,Electronic check,Yes
418,Female,1,No,Yes,48,No,103.29,5893.42,One year,Bank transfer,No
419,Female,0,Yes,No,8,DSL,32.51,4463.62,Two year,Credit card,No
420,Female,1,Yes,Yes,57,Fiber optic,32.98,7433.59,Two year,Electronic check,No
421,Female,0,No,Yes,44,DSL,75.68,3036.19,One year,Credit card,Yes
422,Female,0,Yes,Yes,21,Fiber optic,114.64,3720.13,Two year,Credit card,Yes
423,Female,0,Yes,Yes,31,Fiber optic,61.5,726.41,Two year,Mailed check,Yes
424,Male,0,No,Yes,68,DSL,52.69,4879.81,Two year,Mailed check,Yes
425,Female,0,No,Yes,68,Fiber optic,80.67,2319.93,Two year,Electronic check,No
426,Male,0,Yes,No,41,No,113.04,1299.27,One year,Credit card,No
427,Male,0,Yes,No,52,Fiber optic,103.69,4365.36,Month-to-month,Credit card,No
428,Female,0,No,No,58,DSL,119.55,4267.84,One year,Bank transfer,No
429,Male,0,Yes,Yes,38,No,22.26,625.46,Month-to-month,Credit card,No
430,Female,0,Yes,No,14,No,31.29,5591.76,Month-to-month,Mailed check,Yes
431,Male,1,Yes,Yes,70,Fiber optic,80.95,4997.7,Month-to-month,Credit card,Yes
432,Female,1,No,Yes,28,Fiber optic,102.06,1528.36,One year,Mailed check,No
433,Male,1,Yes,Yes,2,DSL,48.52,3766.09,One year,Bank transfer,No
434,Female,0,Yes,Yes,9,No,43.92,5768.18,One year,Electronic check,No
435,Female,1,No,No,28,DSL,98.7,4244.9,One year,Mailed check,No
436,Female,1,Yes,Yes,34,Fiber optic,25.64,3176,One year,Electronic check,No
437,Female,1,Yes,No,5,No,56.94,2592.26,Month-to-month,Electronic check,No
438,Female,0,No,Yes,11,DSL,70.58,4890.94,One year,Electronic check,No
439,Male,0,No,No,37,DSL,76.03,7514.09,Month-to-month,Electronic check,No
440,Male,0,No,No,18,DSL,92.86,5380.52,One year,Mailed check,Yes
441,Male,0,No,No,66,DSL,55.48,616.47,One year,Bank transfer,No
442,Female,1,Yes,No,7,DSL,81.27,3696.27,Two year,Credit card,No
443,Male,1,Yes,No,7,No,78.54,7128.78,Month-to-month,Mailed check,Yes
444,Female,1,No,No,46,DSL,74.76,773.81,One year,Bank transfer,Yes
445,Female,1,No,Yes,3,No,84.05,7911.23,One year,Credit card,No
446,Male,0,Yes,No,50,DSL,45.94,7593.57,One year,Electronic check,Yes
447,Male,0,No,Yes,66,Fiber optic,28.46,644.63,Two year,Credit card,Yes
448,Female,0,Yes,No,44,Fiber optic,31.93,7468.64,Month-to-month,Credit card,No
449,Male,1,No,Yes,7,DSL,42.46,2917.8,One year,Bank transfer,Yes
450,Female,0,Yes,No,15,Fiber optic,70.02,6760.78,One year,Credit card,No
451,Female,0,No,No,66,No,104.04,3358.7,One year,Electronic check,No
452,Female,1,No,Yes,8,DSL,90.13,3538.02,Two year,Mailed check,No
453,Female,1,Yes,No,59,No,98.9,5081.26,One year,Mailed check,Yes
454,Female,0,No,No,70,DSL,55.1,6200.33,Month-to-month,Bank transfer,Yes
455,Male,0,Yes,No,14,Fiber optic,60.47,289.64,Month-to-month,Electronic check,No
456,Male,0,Yes,Yes,70,No,59.37,4753.38,Month-to-month,Electronic check,No
457,Female,0,Yes,No,40,Fiber optic,39.19,1510.13,Month-to-month,Credit card,Yes
458,Female,0,Yes,Yes,21,Fiber optic,26.12,2780.68,One year,Bank transfer,No
459,Male,0,Yes,No,23,DSL,79.09,2796.79,Two year,Electronic check,Yes
460,Male,1,No,No,43,No,118.92,3763.1,Two year,Electronic check,Yes
461,Female,1,No,Yes,0,Fiber optic,36.68,2686.41,Two year,Electronic check,Yes
462,Male,1,Yes,No,9,DSL,24.67,876.74,One year,Mailed check,Yes
463,Female,0,No,No,71,DSL,97.95,1182.12,Two year,Mailed check,Yes
464,Male,1,Yes,Yes,55,DSL,45.26,286.84,Month-to-month,Mailed check,Yes
465,Female,0,No,No,49,Fiber optic,102.96,3772.59,One year,Credit card,No
466,Male,0,No,Yes,11,DSL,90.39,7636.49,Two year,Credit card,No
467,Female,1,No,Yes,59,No,114.57,943.09,Month-to-month,Credit card,Yes
468,Male,0,No,Yes,25,No,60.89,7571.19,Month-to-month,Electronic check,Yes
469,Male,0,Yes,No,40,Fiber optic,86.2,5872.22,One year,Mailed check,No
470,Female,1,Yes,Yes,35,No,66.49,5107.24,One year,Electronic check,No
471,Male,1,No,Yes,22,DSL,83.06,5169.32,Two year,Electronic check,No
472,Female,1,No,No,42,Fiber optic,64.96,6617.29,Two year,Bank transfer,No
473,Male,0,Yes,Yes,5,DSL,38.86,873.22,Two year,Electronic check,No
474,Female,1,No,No,68,Fiber optic,70.79,4047.94,One year,Credit card,No
475,Male,1,Yes,No,42,Fiber optic,72.86,5582.79,Two year,Mailed check,No
476,Female,0,Yes,No,24,DSL,101.06,4702.83,Two year,Mailed check,No
477,Male,1,Yes,No,17,No,93.55,6665.58,Month-to-month,Electronic check,Yes
478,Female,1,No,Yes,61,No,86.38,596.73,Month-to-month,Credit card,No
479,Male,1,Yes,Yes,12,Fiber optic,31.34,5531.79,Month-to-month,Credit card,Yes
480,Female,0,No,Yes,42,DSL,92.06,4281.54,Two year,Credit card,No
481,Female,0,Yes,Yes,27,DSL,70.03,3045.7,One year,Mailed check,No
482,Female,0,No,Yes,17,Fiber optic,109.41,2735.39,Month-to-month,Credit card,No
483,Male,0,No,No,58,No,111.99,4974.24,One year,Credit card,No
484,Female,1,No,Yes,59,DSL,25.52,7130.14,Two year,Electronic check,No
485,Male,0,Yes,Yes,62,No,102.06,3979.48,Two year,Bank transfer,Yes
486,Female,0,Yes,Yes,56,No,23.77,6601.29,Month-to-month,Credit card,No
487,Male,1,No,No,50,Fiber optic,56.72,3229.21,One year,Electronic check,Yes
488,Female,1,No,No,55,Fiber optic,74.23,837.11,Month-to-month,Electronic check,Yes
489,Male,1,No,Yes,26,No,34.81,510.82,Two year,Credit card,No
490,Male,0,Yes,No,31,DSL,94.63,429.65,One year,Bank transfer,Yes
491,Female,0,Yes,Yes,8,DSL,20.84,3053.6,Month-to-month,Mailed check,No
492,Male,0,Yes,Yes,67,Fiber optic,36.86,2711.16,Two year,Bank transfer,No
493,Male,1,Yes,No,45,No,78.08,5749.14,Month-to-month,Credit card,No
494,Female,1,No,No,66,DSL,91.44,5947.72,One year,Bank transfer,Yes
495,Male,0,No,Yes,25,DSL,111.66,425.81,One year,Electronic check,No
496,Male,1,Yes,Yes,7,Fiber optic,90.55,1784.56,One year,Electronic check,Yes
497,Male,1,Yes,No,5,No,87.18,2208.61,One year,Bank transfer,No
498,Female,1,No,Yes,23,DSL,59.43,4389.94,One year,Mailed check,No
499,Male,0,Yes,No,47,Fiber optic,20.13,1173.23,Month-to-month,Bank transfer,Yes
500,Female,1,Yes,Yes,44,DSL,32.02,1088.85,Month-to-month,Credit card,Yes
501,Male,1,Yes,No,12,DSL,73.46,7551.44,Month-to-month,Mailed check,Yes
502,Male,0,Yes,Yes,68,DSL,87.51,6437.54,Month-to-month,Bank transfer,Yes
503,Male,0,Yes,Yes,24,Fiber optic,61.74,1461.63,Two year,Bank transfer,Yes
504,Female,1,Yes,No,19,No,93.07,3264.41,Two year,Mailed check,Yes
505,Male,1,No,Yes,65,Fiber optic,72.19,2857.86,Month-to-month,Bank transfer,No
506,Male,0,Yes,Yes,44,No,27.42,6332.21,Two year,Credit card,Yes
507,Female,0,Yes,No,46,DSL,39.2,4091.5,Two year,Electronic check,No
508,Male,1,No,Yes,62,No,104,1040.24,One year,Credit card,No
509,Female,1,No,Yes,54,DSL,92.49,5917.16,Month-to-month,Bank transfer,No
510,Female,1,No,Yes,18,DSL,109.48,3187.17,Two year,Electronic check,No
511,Male,1,Yes,No,34,Fiber optic,31.76,2118.14,Two year,Mailed check,No
512,Female,0,No,No,52,DSL,119.02,3016.48,Month-to-month,Credit card,Yes
513,Male,1,Yes,No,25,Fiber optic,40.94,3992.1,One year,Mailed check,No
514,Female,1,Yes,Yes,13,No,21.18,2758.06,Month-to-month,Electronic check,No
515,Female,0,Yes,Yes,44,No,119.74,1950.41,One year,Bank transfer,No
516,Male,1,No,Yes,43,DSL,48.11,3200.05,Two year,Electronic check,Yes
517,Female,0,No,Yes,64,Fiber optic,86.8,173,One year,Electronic check,Yes
518,Female,1,No,No,50,DSL,37.67,6184.53,One year,Mailed check,Yes
519,Female,1,No,Yes,42,Fiber optic,78.02,1384.14,Month-to-month,Credit card,Yes
520,Female,0,No,Yes,22,Fiber optic,110.4,370.36,Two year,Electronic check,No
521,Female,0,Yes,Yes,55,Fiber optic,52.02,5236.52,Month-to-month,Bank transfer,Yes
522,Male,1,Yes,No,18,No,87.03,6196.01,Month-to-month,Electronic check,No
523,Female,1,Yes,Yes,54,Fiber optic,38.79,6514.36,Two year,Mailed check,Yes
524,Male,1,Yes,Yes,59,No,82.48,3958.2,Month-to-month,Credit card,Yes
525,Female,0,No,Yes,58,Fiber optic,53.65,1658.84,Month-to-month,Bank transfer,Yes
526,Male,1,No,Yes,32,No,41.12,5903.08,One year,Mailed check,Yes
527,Male,0,Yes,Yes,18,No,51.32,5603.71,Month-to-month,Electronic check,No
528,Female,0,No,No,27,No,37.88,1985.24,Two year,Electronic check,Yes
529,Female,1,No,Yes,51,DSL,110.19,7229.19,Month-to-month,Credit card,No
530,Female,0,Yes,Yes,48,Fiber optic,59.72,852.88,One year,Mailed check,No
531,Male,1,Yes,Yes,36,DSL,44.53,7861.85,Month-to-month,Mailed check,No
532,Female,1,No,Yes,25,Fiber optic,64.84,6884.78,Month-to-month,Credit card,No
533,Male,1,No,Yes,39,Fiber optic,52.05,5509.43,Month-to-month,Bank transfer,No
534,Male,1,Yes,Yes,37,DSL,94.44,7511.22,One year,Mailed check,No
535,Male,1,Yes,Yes,53,No,117.12,5784.04,Two year,Credit card,No
536,Female,0,Yes,Yes,21,Fiber optic,63.8,1539.85,Two year,Mailed check,Yes
537,Female,0,No,Yes,15,No,106.1,3548.41,One year,Credit card,No
538,Male,1,Yes,Yes,27,DSL,76.59,590.59,One year,Electronic check,Yes
539,Male,1,Yes,No,34,No,35.72,3129.47,Month-to-month,Electronic check,Yes
540,Female,0,No,No,59,Fiber optic,89.06,5937.99,Two year,Mailed check,No
541,Male,0,No,No,44,Fiber optic,71.34,3103.82,One year,Mailed check,No
542,Female,0,No,No,45,Fiber optic,85.06,2655.75,Two year,Electronic check,Yes
543,Male,0,No,Yes,71,DSL,108.97,4770.94,Month-to-month,Bank transfer,Yes
544,Female,1,No,No,54,Fiber optic,64.04,6980.19,One year,Credit card,No
545,Male,1,Yes,No,25,DSL,110.12,399.71,Two year,Bank transfer,No
546,Female,0,Yes,Yes,24,No,95.07,3096.05,Two year,Bank transfer,Yes
547,Male,1,No,No,64,Fiber optic,68.86,1282.76,Month-to-month,Bank transfer,Yes
548,Female,0,No,No,5,Fiber optic,80.32,5568.93,One year,Electronic check,No
549,Female,1,No,Yes,22,Fiber optic,52.56,863.68,Two year,Mailed check,Yes
550,Male,0,No,Yes,63,No,118.36,5325.17,Month-to-month,Bank transfer,Yes
551,Male,1,No,Yes,42,Fiber optic,86.74,2303.72,Two year,Electronic check,No
552,Female,0,Yes,No,22,DSL,24.38,1607.36,Month-to-month,Credit card,Yes
553,Male,0,Yes,No,29,No,52.66,7492.09,Two year,Mailed check,No
554,Female,1,Yes,Yes,17,No,82.33,167.83,Two year,Credit card,No
555,Male,0,Yes,Yes,20,No,25.63,3513.46,Month-to-month,Bank transfer,No
556,Female,1,No,No,56,No,22.39,192.58,One year,Mailed check,Yes
557,Female,1,Yes,Yes,22,No,65,3879.07,Month-to-month,Bank transfer,No
558,Female,0,No,No,44,DSL,53.27,4018.36,One year,Mailed check,Yes
559,Female,1,No,Yes,43,No,63.83,2586.87,Two year,Bank transfer,No
560,Female,1,No,Yes,46,Fiber optic,46.27,1074.65,Two year,Credit card,No
561,Female,1,Yes,No,39,No,36.47,3023.57,Month-to-month,Credit card,Yes
562,Male,1,No,Yes,50,No,88.91,5384.66,Month-to-month,Bank transfer,Yes
563,Male,1,Yes,Yes,41,No,71.46,6263.52,One year,Mailed check,Yes
564,Male,0,Yes,Yes,6,No,40.02,4255.39,One year,Credit card,No
565,Female,1,No,No,49,No,51.96,4726.88,One year,Mailed check,Yes
566,Female,1,No,Yes,47,DSL,79.18,1620.92,Month-to-month,Mailed check,No
567,Female,1,No,Yes,5,DSL,27.22,2312.9,Two year,Credit card,Yes
568,Female,1,Yes,Yes,8,No,34.75,1311.93,Month-to-month,Electronic check,No
569,Male,1,No,Yes,56,DSL,27.32,2009.38,Two year,Electronic check,No
570,Male,0,Yes,Yes,30,Fiber optic,101.23,1814.6,Month-to-month,Mailed check,No
571,Female,1,No,Yes,20,No,95.24,4165.2,Month-to-month,Credit card,No
572,Male,0,No,No,39,Fiber optic,95.33,4510.26,One year,Electronic check,Yes
573,Male,0,Yes,No,44,Fiber optic,91.63,7560.68,Two year,Bank transfer,Yes
574,Female,0,Yes,Yes,48,No,86.94,1580.65,Month-to-month,Mailed check,No
575,Male,0,Yes,No,19,Fiber optic,67.7,5140.57,Month-to-month,Electronic check,No
576,Female,1,Yes,No,16,Fiber optic,84.23,6541.73,Two year,Credit card,Yes
577,Male,0,Yes,Yes,27,Fiber optic,23.84,4490.73,Month-to-month,Credit card,Yes
578,Female,0,Yes,No,40,No,82.15,2054.93,Two year,Mailed check,Yes
579,Female,1,No,No,65,No,97.79,2115.15,One year,Credit card,Yes
580,Female,1,No,No,24,Fiber optic,70.04,333.24,One year,Bank transfer,Yes
581,Female,1,Yes,No,57,No,55.75,2457.44,Two year,Bank transfer,Yes
582,Male,0,No,No,40,No,47.74,5961.94,One year,Electronic check,No
583,Female,1,Yes,No,5,Fiber optic,84.28,399.19,Two year,Credit card,Yes
584,Female,1,No,No,37,No,89.28,1769.98,Month-to-month,Bank transfer,Yes
585,Female,0,No,No,5,DSL,107.1,5655.74,Month-to-month,Mailed check,No
586,Male,1,Yes,Yes,44,No,54.23,6265.56,Two year,Credit card,Yes
587,Female,1,Yes,Yes,13,DSL,96.98,3653.44,Month-to-month,Electronic check,Yes
588,Male,1,Yes,No,65,Fiber optic,76.14,5590.63,One year,Mailed check,Yes
589,Female,1,No,No,39,No,108.28,3115.86,Month-to-month,Mailed check,No
590,Male,0,Yes,Yes,2,Fiber optic,72.78,1296.11,Month-to-month,Mailed check,Yes
591,Male,1,No,No,23,Fiber optic,71.76,3197.23,Two year,Bank transfer,No
592,Female,1,Yes,No,18,Fiber optic,77.79,4648.14,One year,Mailed check,Yes
593,Male,0,No,Yes,17,Fiber optic,94.93,7585.47,Month-to-month,Bank transfer,No
594,Female,1,No,Yes,63,Fiber optic,116.47,568.63,Month-to-month,Mailed check,Yes
595,Female,0,Yes,Yes,34,No,27.36,4069,Two year,Bank transfer,Yes
596,Female,1,No,No,61,DSL,25.34,2644.78,Two year,Credit card,Yes
597,Male,0,No,No,0,No,113.76,4076.33,One year,Bank transfer,No
598,Male,0,Yes,Yes,24,No,72.99,211.32,Month-to-month,Bank transfer,Yes
599,Female,0,No,Yes,44,No,81.49,2517.94,Two year,Credit card,Yes
600,Female,0,Yes,No,48,No,68.24,6562.55,Two year,Mailed check,No
601,Male,1,Yes,Yes,15,DSL,29.37,4440.46,Two year,Credit card,No
602,Female,0,Yes,No,18,No,96.81,3615.65,One year,Mailed check,No
603,Female,1,Yes,No,22,Fiber optic,94.72,2298.49,Two year,Bank transfer,Yes
604,Female,0,No,Yes,24,No,51.17,2398.38,One year,Mailed check,No
605,Male,0,No,Yes,15,No,50.62,3077.15,One year,Bank transfer,Yes
606,Male,0,No,No,53,DSL,103.78,6687.85,Month-to-month,Mailed check,No
607,Male,1,Yes,Yes,0,DSL,27.24,7738.36,Month-to-month,Bank transfer,No
608,Female,0,No,Yes,41,Fiber optic,108.11,3520.47,One year,Bank transfer,Yes
609,Female,1,No,Yes,18,No,45.67,3158.96,Month-to-month,Electronic check,Yes
610,Female,1,Yes,Yes,33,No,79.3,6775.48,Month-to-month,Mailed check,Yes
611,Male,1,Yes,No,54,No,113.6,3426.7,Two year,Mailed check,Yes
612,Female,1,No,No,17,Fiber optic,87.81,4425.11,Month-to-month,Electronic check,No
613,Female,1,Yes,No,33,DSL,61.44,1862.91,One year,Bank transfer,No
614,Female,1,Yes,No,44,Fiber optic,88.95,5953.15,Month-to-month,Bank transfer,No
615,Female,1,Yes,Yes,5,No,54.4,4265.27,Two year,Electronic check,Yes
616,Male,1,Yes,Yes,20,DSL,47.73,6476.1,One year,Electronic check,Yes
617,Male,1,No,No,69,DSL,119.67,6250.25,Month-to-month,Credit card,No
618,Female,0,Yes,No,47,Fiber optic,95.08,1735.74,One year,Bank transfer,No
619,Male,0,Yes,Yes,38,DSL,84.47,5730.77,Month-to-month,Credit card,Yes
620,Male,0,Yes,No,30,DSL,55.53,6404.43,Two year,Mailed check,No
621,Female,0,Yes,No,9,No,24.92,2781.94,Month-to-month,Credit card,No
622,Female,0,Yes,Yes,29,No,23.11,1397.42,One year,Electronic check,No
623,Male,1,Yes,No,17,DSL,75.42,41,One year,Electronic check,Yes
624,Female,1,Yes,Yes,59,DSL,96.2,3618.21,One year,Electronic check,No
625,Male,1,Yes,Yes,14,Fiber optic,73.74,2832.41,Month-to-month,Electronic check,Yes
626,Female,1,No,No,3,Fiber optic,104.08,4448.18,Month-to-month,Credit card,No
627,Male,1,Yes,Yes,62,DSL,23.34,1520.57,Month-to-month,Credit card,Yes
628,Female,1,No,No,39,No,56.68,6880.13,Two year,Credit card,No
629,Male,1,Yes,Yes,8,DSL,43.71,2076.89,Two year,Electronic check,No
630,Male,0,Yes,No,8,DSL,64.73,1826.91,Two year,Electronic check,No
631,Male,0,Yes,No,25,No,27.24,3856.1,One year,Bank transfer,Yes
632,Female,0,Yes,No,3,No,115.41,4000.83,One year,Bank transfer,No
633,Male,0,No,Yes,15,Fiber optic,42.33,1736.38,One year,Electronic check,No
634,Male,1,Yes,Yes,14,Fiber optic,112.23,2189.45,One year,Bank transfer,Yes
635,Female,1,Yes,No,51,Fiber optic,62.59,1374.25,One year,Mailed check,Yes
636,Female,1,No,Yes,68,Fiber optic,118.55,5753.31,Month-to-month,Mailed check,No
637,Male,0,No,No,4,No,75.41,6165.31,One year,Electronic check,No
638,Male,1,Yes,No,19,DSL,113.08,3709.38,Month-to-month,Credit card,No
639,Female,1,No,Yes,17,Fiber optic,20.53,5718.41,Two year,Mailed check,No
640,Female,1,No,No,1,Fiber optic,94.82,5892.76,Two year,Mailed check,No
641,Female,0,No,Yes,12,No,110.31,1123.44,Two year,Credit card,Yes
642,Female,1,Yes,No,3,No,33.97,7730.1,Two year,Bank transfer,No
643,Female,0,Yes,Yes,41,DSL,29.61,6571.83,Two year,Credit card,Yes
644,Male,0,Yes,No,60,DSL,62.46,1651.78,One year,Bank transfer,Yes
645,Female,0,No,No,7,No,113.37,1505.6,One year,Bank transfer,No
646,Male,0,Yes,Yes,66,Fiber optic,74.24,1022.78,One year,Credit card,Yes
647,Male,1,No,No,62,Fiber optic,72.75,1124.26,Two year,Bank transfer,No
648,Male,0,Yes,No,8,Fiber optic,34.11,5990.33,Two year,Mailed check,Yes
649,Female,0,Yes,Yes,10,DSL,20.08,3767.84,Month-to-month,Electronic check,Yes
650,Male,1,No,No,41,Fiber optic,101.01,6267.81,One year,Bank transfer,No
651,Male,1,Yes,Yes,12,Fiber optic,28.76,5975.11,Two year,Mailed check,No
652,Female,0,No,No,35,No,83.38,4844.81,Two year,Credit card,Yes
653,Male,1,No,Yes,12,Fiber optic,111.46,5497.21,Two year,Bank transfer,No
654,Male,0,Yes,No,11,No,40.87,166.48,Month-to-month,Mailed check,No
655,Female,0,No,No,36,Fiber optic,86.53,2507.99,Two year,Bank transfer,Yes
656,Male,0,Yes,No,51,DSL,27.87,5109.82,Month-to-month,Credit card,Yes
657,Male,0,Yes,Yes,70,Fiber optic,80.38,94.57,Month-to-month,Electronic check,Yes
658,Male,1,No,Yes,1,Fiber optic,36.39,283.16,One year,Bank transfer,No
659,Female,0,Yes,Yes,55,No,93.6,6818.07,Two year,Electronic check,No
660,Female,1,No,Yes,59,No,50.12,5478.52,Month-to-month,Bank transfer,No
661,Female,1,Yes,No,22,No,66.34,2137.65,Two year,Bank transfer,Yes
662,Male,1,Yes,No,39,Fiber optic,79.94,5509.94,One year,Credit card,No
